City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
676,Lervik,GB,2022-03-26 00:27:09,60.1545,-1.1494,Clouds,overcast clouds,44.6,93,100,9.1,0,0
677,El Roble,CO,2022-03-26 00:27:10,9.1019,-75.1951,Clouds,broken clouds,82.42,66,70,12.17,0,0
678,Jacareacanga,BR,2022-03-26 00:27:10,-6.2222,-57.7528,Clouds,overcast clouds,74.88,96,99,2.1,0,0
679,Golden,US,2022-03-26 00:26:05,39.7555,-105.2211,Clouds,few clouds,65.25,28,20,4.0,0,0
680,Alabaster,US,2022-03-26 00:23:12,33.2443,-86.8164,Clear,clear sky,60.98,52,0,9.22,0,0
681,Krasnoselkup,RU,2022-03-26 00:27:11,65.7,82.4667,Snow,snow,22.01,95,100,19.84,0,0
682,Tahe,CN,2022-03-26 00:27:12,52.3333,124.7333,Clouds,overcast clouds,24.4,89,100,2.15,0,0
683,Beringovskiy,RU,2022-03-26 00:27:12,63.05,179.3167,Clouds,broken clouds,14.23,88,83,3.15,0,0
684,Puerto Quijarro,BO,2022-03-26 00:27:13,-17.7833,-57.7667,Clouds,broken clouds,72.61,71,56,5.91,0,0
685,Butia,BR,2022-03-26 00:27:13,-30.1197,-51.9622,Clouds,scattered clouds,66.04,62,36,7.92,0,0
686,Riachao Das Neves,BR,2022-03-26 00:27:13,-11.7461,-44.91,Clouds,broken clouds,77.97,58,52,3.24,0,0
